,index,removed_stopword,removed_punctuation,Updated,topic,NMF labels
589,589,"package arrived double boxed, wrapped, inside box(that holds goods) perfect single dent rough mark, outstanding packaging.<br /><br />the product?<br /><br />these best chips planet, salt 'n vinegar flavor beyond among best chips i've ever had. might, actually i'm sure probably like first bite 'if' never before. try again.<br /><br />not mention, particular flavor held numerous surveys comparisons manufactures.",package arrived double boxed wrapped inside boxthat holds goods perfect single dent rough mark outstanding packagingbr br the productbr br these best chips planet salt n vinegar flavor beyond among best chips ive ever had might actually im sure probably like first bite if never before try againbr br not mention particular flavor held numerous surveys comparisons manufactures, packag arriv doubl box wrap insid boxthat hold good perfect singl dent rough mark outstand packagingbr br the productbr br these best chip planet salt n vinegar flavor beyond among best chip ive ever had might actual im sure probabl like first bite if never befor tri againbr br not mention particular flavor held numer survey comparison manufactur ,0,0
588,588,salt & vinegar chips favorite flavor think i've tried every brand there. far best. also like sodium content high like others excessively greasy. seem right balance salt vinegar taste.,salt  vinegar chips favorite flavor think ive tried every brand there far best also like sodium content high like others excessively greasy seem right balance salt vinegar taste, salt  vinegar chip favorit flavor think ive tri everi brand there far best also like sodium content high like other excess greasi seem right balanc salt vinegar tast ,0,0
586,586,"smiles... thank lord, found another healthy snack food unsalted, tastes great. almost gave finding potato chip like this. thing would ask kettle change texture. slightly hard/crunchy, problem all. would prefer softer. kettle make happen, please keep everything else same. thank you.",smiles thank lord found another healthy snack food unsalted tastes great almost gave finding potato chip like this thing would ask kettle change texture slightly hardcrunchy problem all would prefer softer kettle make happen please keep everything else same thank you, smile thank lord found anoth healthi snack food unsalt tast great almost gave find potato chip like thi thing would ask kettl chang textur slightli hardcrunchi problem all would prefer softer kettl make happen pleas keep everyth els same thank you ,0,0
585,585,"saw spicy thai chips, knew try them. love spicy love thai food, not? first off, chips super spicy. actually taste sort sweet first, many degrees flavor. spiciness lingering taste bites afterwards. i'd say definitely good, unique chip. absolutely hate sweet chips, i'd try different flavor since little sweet.",saw spicy thai chips knew try them love spicy love thai food not first off chips super spicy actually taste sort sweet first many degrees flavor spiciness lingering taste bites afterwards id say definitely good unique chip absolutely hate sweet chips id try different flavor since little sweet, saw spici thai chip knew tri them love spici love thai food not first off chip super spici actual tast sort sweet first mani degre flavor spici linger tast bite afterward id say definit good uniqu chip absolut hate sweet chip id tri differ flavor sinc littl sweet ,0,0
584,584,"found product, kettle chips unsalted fabulous. found accident amazon hunting local stores. crisp tasty without salt.",found product kettle chips unsalted fabulous found accident amazon hunting local stores crisp tasty without salt, found product kettl chip unsalt fabul found accid amazon hunt local store crisp tasti without salt ,0,0
583,583,"5mg sodium per serving, chips crisp. sometimes dip low salt ketchup adds bit flavor.",5mg sodium per serving chips crisp sometimes dip low salt ketchup adds bit flavor, 5mg sodium per serv chip crisp sometim dip low salt ketchup add bit flavor ,0,0
582,582,"admit oversalted chip addictive, really think one gone far. skin literally peeled lips inside mouth eating these. surprised still market.",admit oversalted chip addictive really think one gone far skin literally peeled lips inside mouth eating these surprised still market, admit oversalt chip addict realli think one gone far skin liter peel lip insid mouth eat these surpris still market ,0,0
580,580,know say others covered. like potato chips like these. get em sale limit intake...if can...,know say others covered like potato chips like these get em sale limit intakeif can, know say other cover like potato chip like these get em sale limit intakeif can ,0,0
579,579,love chips whole family hooked them. chips eat,love chips whole family hooked them chips eat, love chip whole famili hook them chip eat ,0,0
578,578,real good product.i love chips customers can't go wrong wit best,real good producti love chips customers cant go wrong wit best, real good producti love chip custom cant go wrong wit best ,0,0
577,577,"i've found new taste treat. i'm big one potato chips, sure i've come late discover these. think really good. processing & ingredients list actually pretty good-no trans fats, etc. so, want indulgence, a+ ! thicker & tasty mass produced potato chips we've come know. much flavorful. never honey-dijon potato chip before. incredibly good & flavorful combination sweet, tangy, salty. also overly hot spicy. excellent!<br /><br />if want snack, something really good. got worth calories-and are!",ive found new taste treat im big one potato chips sure ive come late discover these think really good processing  ingredients list actually pretty goodno trans fats etc so want indulgence a+  thicker  tasty mass produced potato chips weve come know much flavorful never honeydijon potato chip before incredibly good  flavorful combination sweet tangy salty also overly hot spicy excellentbr br if want snack something really good got worth caloriesand are, ive found new tast treat im big one potato chip sure ive come late discov these think realli good process  ingredi list actual pretti goodno tran fat etc so want indulg a+  thicker  tasti mass produc potato chip weve come know much flavor never honeydijon potato chip befor incred good  flavor combin sweet tangi salti also overli hot spici excellentbr br if want snack someth realli good got worth caloriesand are ,0,0
